PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
454110,01-JAN-23,31-DEC-23,As Submitted,12328699,23045443,1892250
454114,01-JAN-23,31-DEC-23,As Submitted,25070138,94761707,2132833
454117,01-JAN-23,31-DEC-23,As Submitted,7104423,11443696,3468150
454118,01-JAN-23,31-DEC-23,As Submitted,6906330,4663300,5995254
454119,01-JAN-23,31-DEC-23,As Submitted,29281808,64078152,44733055
454122,01-JAN-23,31-DEC-23,As Submitted,18283722,42517953,5690145
454123,01-JAN-23,31-DEC-23,As Submitted,7608454,12193485,2603200
454124,01-JAN-23,31-DEC-23,As Submitted,27494132,60607368,37781878
454126,01-JAN-23,31-DEC-23,As Submitted,23436838,45096275,3516800
454127,01-JAN-23,31-DEC-23,As Submitted,24162962,61655489,16306864
454128,01-JAN-23,31-DEC-23,As Submitted,11465638,28826533,342179
454129,01-JAN-23,31-DEC-23,As Submitted,20158117,61502426,2368125
454130,01-JAN-23,31-DEC-23,As Submitted,12608223,26138000,106200
454131,01-JAN-23,31-DEC-23,As Submitted,22693422,59939384,12388268
454132,01-JAN-23,31-DEC-23,As Submitted,34503267,123896935,9542070
454133,01-JAN-23,31-DEC-23,As Submitted,20525476,68636880,3368259
454134,01-JAN-23,31-DEC-23,As Submitted,19327479,37756289,2800351
454135,01-JAN-23,31-DEC-23,As Submitted,31964579,100403126,4545440
454136,01-JAN-23,31-DEC-23,As Submitted,12279872,22223295,2896600
454139,01-JAN-23,31-DEC-23,As Submitted,34998277,97534850,4239700
454141,01-JAN-23,31-DEC-23,As Submitted,18395359,62038500,7407100
454144,01-JAN-23,31-DEC-23,As Submitted,27071771,72285288,12926771
454146,01-JAN-23,31-DEC-23,As Submitted,22951435,75592315,14672228
454147,01-JAN-23,31-DEC-23,As Submitted,8513162,13727152,2544051
454148,01-JAN-23,31-DEC-23,As Submitted,18091378,42659250,115250
454149,01-JAN-23,31-DEC-23,As Submitted,18386969,37953000,
454150,01-JAN-23,31-DEC-23,As Submitted,12723008,23313042,2661560
454151,01-JAN-23,31-DEC-23,As Submitted,17624218,43641552,
454154,01-JAN-23,31-DEC-23,As Submitted,8238070,13061768,2403900
454155,17-NOV-22,31-DEC-22,Settled,1965696,1703505,
454155,01-JAN-23,31-DEC-23,As Submitted,10858100,20296073,244100
454156,01-FEB-23,30-JUN-23,Settled,4339790,10023534,
454157,07-APR-23,31-DEC-23,As Submitted,7542023,8019041,651150
460001,01-JAN-23,31-DEC-23,As Submitted,513438845,1181185117,903552260
460003,01-MAY-23,30-JUN-23,As Submitted,22312589,22198832,26152937
460004,01-JAN-23,31-DEC-23,As Submitted,395054674,935366664,1021803753
460006,01-JAN-23,31-DEC-23,As Submitted,270911612,447322094,489893409
460007,01-JAN-23,31-DEC-23,As Submitted,86525850,47293857,284473695
460010,01-JAN-23,31-DEC-23,As Submitted,946321708,2238277207,1715961941
460011,01-JAN-23,31-DEC-23,As Submitted,47867255,63429832,187495761
460015,01-JAN-23,31-DEC-23,As Submitted,207472811,187598607,527591089
460021,01-JAN-23,31-DEC-23,As Submitted,585714713,888877371,1237081074
460023,01-JAN-23,31-DEC-23,As Submitted,157315462,170915026,449969919
460026,01-JAN-23,31-DEC-23,As Submitted,42654434,17994805,120012238
460039,01-JAN-23,31-DEC-23,As Submitted,24517335,6386003,66440280
460041,01-MAY-23,30-JUN-23,As Submitted,36900724,31366430,68522605
460042,01-OCT-22,30-SEP-23,As Submitted,79322390,201349708,382115166
460044,01-JAN-23,31-DEC-23,As Submitted,110058139,82711653,307300867
460049,01-JAN-23,31-DEC-23,As Submitted,51953971,14851403,165346693
460051,01-MAY-23,30-JUN-23,As Submitted,51163075,60674301,104370743
460057,01-JAN-23,31-DEC-23,As Submitted,77935789,35482057,212704577
460058,01-JAN-23,31-DEC-23,As Submitted,144490446,145738521,420294536
460061,01-JAN-23,31-DEC-23,As Submitted,103247151,82595080,322788556
460062,01-JAN-23,31-DEC-23,As Submitted,66257133,40253739,186241055
461300,01-JAN-23,31-DEC-23,As Submitted,,3879014,25114887
461301,01-JAN-23,31-DEC-23,As Submitted,,4280428,15958365
461302,01-JAN-23,31-DEC-23,As Submitted,,10188300,61856896
461303,01-JAN-23,31-DEC-23,As Submitted,,7410773,60178143
461305,01-JAN-23,31-DEC-23,As Submitted,,1967848,2868617
461307,01-JAN-23,31-DEC-23,As Submitted,,12806134,105399695
461308,01-JAN-23,31-DEC-23,As Submitted,,3557175,27073486
461310,01-OCT-22,30-SEP-23,As Submitted,,6367855,37243966
461333,01-JAN-23,31-DEC-23,As Submitted,,6292043,19453589
462003,01-JAN-23,31-DEC-23,As Submitted,37082619,101032767,1050
463025,01-JAN-23,31-DEC-23,As Submitted,19419568,36798678,2120
463027,01-JAN-23,31-DEC-23,As Submitted,13361844,14035113,1161645
463301,01-JAN-23,31-DEC-23,As Submitted,,1186203592,559051942
464012,01-JAN-23,31-DEC-23,As Submitted,3282803,7082856,361568
464013,01-JAN-23,31-DEC-23,As Submitted,23984416,58596100,4559840
464014,01-JAN-23,31-DEC-23,Settled,14535407,51757600,3558032
464015,01-JAN-23,31-DEC-23,As Submitted,15052078,36245275,
470001,01-OCT-22,30-SEP-23,As Submitted,217312927,117353264,387003869
470003,01-OCT-22,30-SEP-23,As Submitted,1285221869,1380289475,2193234307
470005,01-OCT-22,30-SEP-23,As Submitted,265221311,236406633,504006214
470011,01-OCT-22,30-SEP-23,As Submitted,92468143,54954635,188922295
470012,01-OCT-22,30-SEP-23,As Submitted,152928839,78239835,322331063
470024,01-OCT-22,30-SEP-23,As Submitted,103960307,56402396,173016446
471300,01-OCT-22,30-SEP-23,As Submitted,,8876565,31295293
471301,01-OCT-22,30-SEP-23,As Submitted,,16169957,91547306
471302,01-OCT-22,30-SEP-23,As Submitted,54585248,30448917,80762079
471303,01-OCT-22,30-SEP-23,As Submitted,,47834966,176823942
471304,01-OCT-22,30-SEP-23,As Submitted,,36480475,182569198
471305,01-OCT-22,30-SEP-23,As Submitted,,22119133,132045693
471306,01-OCT-22,30-SEP-23,As Submitted,50542219,18441741,98591013
471307,01-OCT-22,30-SEP-23,As Submitted,,23219811,153928363
474001,01-JAN-23,31-DEC-23,As Submitted,72649544,114875665,14935436
480001,01-OCT-22,30-SEP-23,As Submitted,,84037186,59436551
480002,01-OCT-22,30-SEP-23,As Submitted,,73360509,51717606
490002,01-OCT-22,30-SEP-23,As Submitted,27974010,39844386,99955718
490004,01-JAN-23,31-DEC-23,As Submitted,378036475,418644166,863954862
490005,01-OCT-22,30-SEP-23,As Submitted,649550926,808165772,866192768
490007,01-JAN-23,31-DEC-23,As Submitted,1148864662,2397582529,2073719655
490013,01-JAN-23,31-DEC-23,As Submitted,111724386,90848408,243711340
490018,01-JAN-23,31-DEC-23,As Submitted,348708528,393917027,1053990112
490020,01-JAN-23,31-DEC-23,As Submitted,93067619,477835151,894164327
490021,01-JAN-23,31-DEC-23,As Submitted,714107739,1499066619,1858195202
490022,01-JAN-23,31-DEC-23,As Submitted,514452701,747778422,839839458
490023,01-NOV-22,31-OCT-23,As Submitted,78877205,112419297,316718453
490024,01-OCT-22,30-SEP-23,As Submitted,1049831302,2556730925,1910384890
490033,01-OCT-22,30-SEP-23,As Submitted,98203627,44232516,185741863
490037,01-JAN-23,31-DEC-23,As Submitted,87906191,56057400,301412603
490040,01-JAN-23,31-DEC-23,As Submitted,412512986,556704299,872139003
490042,01-OCT-22,30-SEP-23,As Submitted,204452671,317907001,600725518
490043,01-JAN-23,31-DEC-23,As Submitted,430087950,535614391,869893055
490044,01-JAN-23,31-DEC-23,As Submitted,254486262,527733251,876321367
490046,01-JAN-23,31-DEC-23,As Submitted,405078506,857810003,1317896429
490048,01-JAN-23,31-DEC-23,As Submitted,302852601,1712755044,1589632394
490050,01-JAN-23,31-DEC-23,As Submitted,632576273,1035934886,1136194665
490052,01-JAN-23,31-DEC-23,As Submitted,840177062,1000255858,2271973958
490057,01-JAN-23,31-DEC-23,As Submitted,348735433,847717865,1021093788
490060,01-DEC-22,30-NOV-23,As Submitted,76381937,175543047,563824297
490063,01-JAN-23,31-DEC-23,As Submitted,2178935336,3187948094,2850793847
490066,01-JAN-23,31-DEC-23,As Submitted,176001408,319004962,502856822
490067,01-JAN-23,31-DEC-23,As Submitted,253605213,1282549096,1283309248
490075,01-JAN-23,31-DEC-23,As Submitted,225518920,687515226,1217448488
490077,01-JAN-23,31-DEC-23,As Submitted,268677441,305749542,710127084
490088,01-JAN-23,31-DEC-23,As Submitted,38753567,45002383,157602398
490089,01-OCT-22,30-SEP-23,As Submitted,56783684,57789873,198245511
490090,01-JAN-23,31-DEC-23,As Submitted,92477673,112685833,277618708
490092,01-JAN-23,31-DEC-23,As Submitted,55292412,46796948,198213237
490093,01-JAN-23,31-DEC-23,As Submitted,240704782,390166480,845521584
490101,01-JAN-23,31-DEC-23,As Submitted,336089442,385522375,680096353
490107,01-JAN-23,31-DEC-23,As Submitted,307963564,1082164111,1056460436
490110,01-OCT-22,30-SEP-23,As Submitted,94597671,319992442,686618742
490111,01-NOV-22,31-OCT-23,As Submitted,37946834,84407736,259930644
490113,01-JAN-23,31-DEC-23,As Submitted,263139023,506373989,615610890
490115,01-OCT-22,30-SEP-23,As Submitted,38072151,87211936,206147395
490117,01-OCT-22,30-SEP-23,As Submitted,20529504,19039842,73437273
490119,01-JAN-23,31-DEC-23,As Submitted,284347200,640191516,820720844
490122,01-JAN-23,31-DEC-23,As Submitted,261383441,288830333,474900988
490130,01-JAN-23,31-DEC-23,As Submitted,91573128,67823547,313721663
490140,01-JAN-23,31-DEC-23,As Submitted,114579080,99480963,234293912
490143,01-JAN-23,31-DEC-23,As Submitted,67493327,65016408,198811882
490145,01-NOV-22,31-OCT-23,As Submitted,77716740,163677536,359845318
490147,08-AUG-23,31-MAR-24,As Submitted,13359431,34776397,
491300,01-JAN-23,31-DEC-23,As Submitted,,4555682,20318785
491302,01-OCT-22,30-SEP-23,As Submitted,,33160248,169546148
491303,01-OCT-22,30-SEP-23,As Submitted,9567386,1979702,28222458
491304,01-OCT-22,30-SEP-23,As Submitted,,41098637,181648903
491305,01-JAN-23,31-DEC-23,As Submitted,,28490543,161649548
491307,01-JAN-23,31-DEC-23,As Submitted,,13491218,77392156
491991,01-JAN-23,31-DEC-23,As Submitted,,1402464,
492008,01-JAN-23,31-DEC-23,As Submitted,14294138,88091051,
492010,01-JAN-23,31-DEC-23,As Submitted,10542436,48951456,2552
493027,01-JAN-23,31-DEC-23,As Submitted,21782175,81840128,3061
493028,01-JAN-23,31-DEC-23,As Submitted,18033357,28432919,
493029,01-JAN-23,31-DEC-23,As Submitted,21384688,35824261,
493036,01-OCT-22,30-SEP-23,As Submitted,83229618,153656778,30139247
494025,01-JAN-23,31-DEC-23,As Submitted,18940367,48930000,4192110
494032,01-JAN-23,31-DEC-23,As Submitted,17024199,48867340,
500002,01-JAN-23,31-DEC-23,As Submitted,190205985,225620433,492757212
500014,01-JAN-23,31-DEC-23,As Submitted,820082352,1939773107,1213799982
500015,01-JAN-23,31-DEC-23,As Submitted,226537451,474181011,430339954
500016,01-JAN-23,31-DEC-23,As Submitted,629401262,537909091,911618906
500019,01-JAN-23,31-DEC-23,As Submitted,205183670,267078409,738807410
500024,01-JAN-23,31-DEC-23,As Submitted,591001190,1582129603,977671975
500025,01-JAN-23,31-DEC-23,As Submitted,462025769,1501684596,503207752
500026,01-JAN-23,31-DEC-23,As Submitted,302714332,601216073,551620006
500027,01-JAN-23,31-DEC-23,As Submitted,1198592156,2324051123,2829371071
500036,01-JAN-23,31-DEC-23,As Submitted,451547880,515071554,1130887247
500037,01-JAN-23,31-DEC-23,As Submitted,60681897,44605875,165049552
500044,01-JAN-23,31-DEC-23,As Submitted,429731749,953614139,1098709459
500052,01-JAN-23,31-DEC-23,As Submitted,183761799,3456677,114680220
500053,01-JAN-23,31-DEC-23,As Submitted,140668674,252310659,340601919
500079,01-JAN-23,31-DEC-23,As Submitted,566101182,1212276416,1264331634
500119,01-JAN-23,31-DEC-23,As Submitted,163047112,233131326,517175291
500129,01-JAN-23,31-DEC-23,As Submitted,1078200608,1966691907,2764033488
500139,01-JAN-23,31-DEC-23,As Submitted,155396106,291154544,525028980
500148,01-JAN-23,30-JUN-23,As Submitted,96159867,9430932,189250822
500152,01-JAN-23,31-DEC-23,As Submitted,270706474,493725927,546997246
500154,01-JAN-23,31-DEC-23,As Submitted,78218590,66792367,313166654
501301,01-JAN-23,31-DEC-23,As Submitted,,2228622,4537408
501302,01-JAN-23,31-DEC-23,As Submitted,,8063071,30164591
501303,01-JAN-23,31-DEC-23,As Submitted,,5334271,33038428
501304,01-JAN-23,31-DEC-23,As Submitted,,14713577,141780132
501307,01-JAN-23,31-DEC-23,As Submitted,,2663774,3670749
501308,01-JAN-23,31-DEC-23,As Submitted,,16038818,43655122
501309,01-JAN-23,31-DEC-23,As Submitted,,5557798,34111474
501311,01-JAN-23,31-DEC-23,As Submitted,,3010095,10133793
501312,01-JAN-23,31-DEC-23,As Submitted,,44839988,230794214
501313,01-JAN-23,31-DEC-23,As Submitted,,4020757,28403460
501315,01-JAN-23,31-DEC-23,As Submitted,,8992038,29372573
501316,01-JAN-23,31-DEC-23,As Submitted,,3558916,47712976
501317,01-JAN-23,31-DEC-23,As Submitted,,6831988,18639096
501318,01-JAN-23,31-DEC-23,As Submitted,,12873192,25616611
501319,01-JAN-23,31-DEC-23,As Submitted,,9083697,46790137
501320,01-JAN-23,31-DEC-23,As Submitted,,1232428,19674364
501321,01-JAN-23,31-DEC-23,As Submitted,,7161628,35401991
501322,01-JAN-23,31-DEC-23,As Submitted,,4664173,21586299
501324,01-JAN-23,31-DEC-23,As Submitted,,3382293,16166309
501326,01-JAN-23,31-DEC-23,As Submitted,,18014443,101964273
501327,01-JAN-23,31-DEC-23,As Submitted,,11929377,55627990
501330,01-JAN-23,31-DEC-23,As Submitted,,78248689,223862760
501331,01-JAN-23,31-DEC-23,Amended,,25185012,170182524
501333,01-JAN-23,31-DEC-23,As Submitted,,25341722,203184364
501336,01-JAN-23,31-DEC-23,As Submitted,,62254042,240793024
501338,01-JAN-23,31-DEC-23,As Submitted,,31676111,46823707
501992,01-OCT-22,30-SEP-23,As Submitted,,591255,
503025,01-JAN-23,31-DEC-23,As Submitted,48381772,67775707,31256192
503026,01-JAN-23,31-DEC-23,As Submitted,23166925,61035654,
503300,01-OCT-22,30-SEP-23,As Submitted,,2351742966,1385109142
504009,01-JAN-23,31-DEC-23,As Submitted,25134798,91682604,265
504011,01-JAN-23,31-JUL-23,As Submitted,17175560,23998200,2200425
504013,01-JAN-23,31-DEC-23,As Submitted,26686664,57520438,5790088
504015,01-JAN-23,31-DEC-23,As Submitted,29898789,103860790,4275310
504016,01-JAN-23,31-DEC-23,As Submitted,37867495,90137143,119438
510001,01-JAN-23,31-DEC-23,As Submitted,1432473597,2745917055,2202693224
510006,01-JAN-23,31-DEC-23,As Submitted,409761559,518335911,1146320280
510007,01-OCT-22,30-SEP-23,As Submitted,549338717,832356217,1021723943
510008,01-JAN-23,31-DEC-23,As Submitted,252246656,281545650,601959961
510012,01-OCT-22,30-SEP-23,As Submitted,53739473,25316181,135706724
510013,01-JAN-23,31-DEC-23,As Submitted,102385067,61584167,302840174
510022,01-JAN-23,31-DEC-23,As Submitted,1209834541,2615110287,2509840447
510024,01-JAN-23,31-DEC-23,As Submitted,239278380,502015342,737177176
510029,01-OCT-22,30-SEP-23,As Submitted,234317363,328613030,650146214
510030,01-JAN-23,31-DEC-23,As Submitted,100646167,42870478,171836747
510031,01-OCT-22,30-SEP-23,As Submitted,53335071,24360864,183107684
510038,01-JAN-23,31-DEC-23,As Submitted,50644581,41666346,127740148
510048,01-OCT-22,30-SEP-23,As Submitted,78436889,197111442,282487106
510050,01-OCT-22,30-SEP-23,As Submitted,405822597,439180639,793184567
510055,01-OCT-22,30-SEP-23,As Submitted,687714712,1085733196,1320478638
510058,01-JAN-23,31-DEC-23,As Submitted,341240461,555909901,771181451
510072,01-JAN-23,31-DEC-23,As Submitted,27054515,26295571,106957379
510091,01-JAN-23,31-DEC-23,As Submitted,27257917,3045959,63190743
510093,01-JAN-23,31-DEC-23,As Submitted,9077114,3451038,33423720
511300,01-JAN-23,31-DEC-23,As Submitted,21825156,8218176,16490037
511301,01-JAN-23,31-DEC-23,As Submitted,,1257627,21486078
511303,01-JAN-23,31-DEC-23,As Submitted,27263536,6377432,25570149
511304,01-OCT-22,30-SEP-23,As Submitted,,1563413,21950216
511306,01-OCT-22,30-SEP-23,As Submitted,54162484,12063787,114106480
511308,01-JAN-23,31-DEC-23,As Submitted,,2784285,41960731
511309,01-JAN-23,31-DEC-23,As Submitted,,14338768,53985722
511311,01-JAN-23,31-DEC-23,As Submitted,35600204,12073753,60676567
511312,01-JAN-23,31-DEC-23,As Submitted,,6477410,68398513
511315,01-JAN-23,31-DEC-23,As Submitted,,19746627,141651695
511316,01-JUL-23,31-DEC-23,As Submitted,,10217776,38616833
511317,01-JAN-23,31-MAR-23,As Submitted,,5345906,40383197
511317,01-APR-23,31-DEC-23,As Submitted,,14210774,113469184
511318,01-JAN-23,31-DEC-23,As Submitted,31287753,11713773,46455513
511319,01-JAN-23,31-DEC-23,As Submitted,,27302111,153855755
511320,01-JAN-23,31-DEC-23,As Submitted,,9725489,98617232
511321,01-JAN-23,31-DEC-23,As Submitted,80220620,18372355,218907840
511322,01-JAN-23,31-DEC-23,As Submitted,48984754,30558311,123521072
512003,01-NOV-22,31-AUG-23,As Submitted,12902024,95171587,157803
513026,01-JAN-23,31-DEC-23,As Submitted,17566840,37001882,
513028,01-JAN-23,31-DEC-23,As Submitted,26242851,53657595,
513030,01-JAN-23,31-DEC-23,As Submitted,36894126,72715885,
514001,01-JAN-23,31-DEC-23,As Submitted,32444547,74724123,
514008,01-JAN-23,31-DEC-23,As Submitted,26669105,73741050,
520004,01-JAN-23,31-DEC-23,As Submitted,328602499,163124675,644530168
520008,01-OCT-22,30-SEP-23,As Submitted,492027247,724646110,1315637019
520011,01-JAN-23,31-DEC-23,As Submitted,125846484,32050959,315613106
520028,01-JAN-23,31-DEC-23,As Submitted,158390942,130441504,569731752
520034,01-JAN-23,31-DEC-23,As Submitted,67612606,65102938,253439401
520035,01-JAN-23,31-DEC-23,As Submitted,193559638,230673781,626176045
520037,01-JAN-23,31-DEC-23,As Submitted,581382175,708667799,939130107
520038,01-JAN-23,31-DEC-23,As Submitted,61132739,50209713,245363410
520045,01-JAN-23,31-DEC-23,As Submitted,220217070,302971461,376496428
520049,01-OCT-22,30-SEP-23,As Submitted,376962535,302034745,957912811
520057,01-JAN-23,31-DEC-23,As Submitted,56736163,52940653,186688115
520059,01-JAN-23,31-DEC-23,As Submitted,98569188,105708749,372934522
520062,01-OCT-22,30-SEP-23,As Submitted,119895597,126786384,353770155
520070,01-JAN-23,31-DEC-23,As Submitted,520226429,501207087,884811068
520071,01-OCT-22,30-SEP-23,As Submitted,114013608,37527935,357943753
520076,01-JAN-23,31-DEC-23,As Submitted,92328421,41628017,202143532
520083,01-JAN-23,31-DEC-23,As Submitted,376683034,1102788843,610346737
520087,01-JAN-23,30-SEP-23,As Submitted,773109779,485120072,1247516858
520088,01-JAN-23,31-DEC-23,As Submitted,234278430,279634263,543781562
520089,01-JAN-23,31-DEC-23,As Submitted,477221219,837551530,966686952
520095,01-JAN-23,31-DEC-23,As Submitted,90895054,40819842,205795372
520100,01-JAN-23,31-DEC-23,As Submitted,163045078,257961648,644571134
520102,01-JAN-23,31-DEC-23,As Submitted,70045275,105393089,206045662
520109,01-OCT-22,30-SEP-23,As Submitted,88518107,43137596,185398873
520113,01-JAN-23,31-DEC-23,As Submitted,104908516,89358982,385463501
520138,01-JAN-23,31-DEC-23,As Submitted,1555615344,3622899388,4326037666
520139,01-JAN-23,31-DEC-23,As Submitted,252436091,448877292,763837862
520160,01-JAN-23,31-DEC-23,As Submitted,343133931,322057246,826623483
520189,01-JAN-23,31-DEC-23,As Submitted,259987844,380400605,923995466
520193,01-JAN-23,31-DEC-23,As Submitted,400311143,536347533,1177026186
520196,01-JAN-23,31-DEC-23,As Submitted,82332573,32470933,195644617
520198,01-JAN-23,31-DEC-23,As Submitted,185266050,155422809,662427920
520202,01-JAN-23,31-DEC-23,As Submitted,174397698,147401755,298717313
520205,01-JAN-23,31-DEC-23,As Submitted,55450054,38305657,201529651
520206,01-JAN-23,31-DEC-23,As Submitted,155463934,224961450,434666969
520207,01-JAN-23,31-DEC-23,As Submitted,257337991,442243350,808660237
520208,01-JAN-23,31-DEC-23,As Submitted,58221863,92308517,195928902
520210,01-JAN-23,31-DEC-23,As Submitted,195317517,87936674,354440881
520212,01-JAN-23,31-DEC-23,As Submitted,121538226,30121336,294357321
520214,01-JAN-23,31-DEC-23,As Submitted,26987101,4555354,85058220
520215,01-JAN-23,31-DEC-23,As Submitted,41734608,4159209,97709355
521302,01-JAN-23,31-DEC-23,As Submitted,,11087692,33836369
521303,01-JAN-23,31-DEC-23,As Submitted,,5498917,24726817
521304,01-JAN-23,30-SEP-23,Amended,,4075834,37930650
